condition,trial,cs_plus_side,n_steps,requested_run_time_s,simulated_time_s,stopped_early,final_x,final_y,final_z,path_length,mean_y,signed_final_y,distance_to_cs_plus,distance_to_cs_minus,choice,video_frame_count,video_duration_s,render_device,video_path,trajectory_path,plot_path,cs_plus_odor,cs_minus_odor,unconditioned_stimulus,memory_phase,mb_perturbation,expected_behavior,biological_question,source_forward_drive,source_turning_drive,source_feeding_drive,choice_is_cs_plus,approach_margin,expected_choice_met
oct_sucrose_mb_symmetrized,0,left,3000,0.35,0.3,False,1.8747669458389282,0.7198536396026611,1.0289379358291626,3.2394312462183055,0.23659070144966549,0.7198536396026611,3.116999031012366,4.284148297452361,CS+,0,0.0,0,,,,OCT_3-octanol,MCH_4-methylcyclohexanol,sucrose_reward,acute_memory,left_right_MB_weights_averaged,reduced_lateralization_index,causal control for structural asymmetry rather than total MB strength,0.7438841195690529,0.6036419788996379,0.944602347241558,1.0,1.1671492664399947,1.0
oct_sucrose_mb_symmetrized,1,left,3000,0.35,0.3,False,2.141242742538452,0.5126633644104004,1.1364341974258423,3.295023059712396,0.09643148494952401,0.5126633644104004,3.105128351761351,3.974139209166806,CS+,0,0.0,1,,,,OCT_3-octanol,MCH_4-methylcyclohexanol,sucrose_reward,acute_memory,left_right_MB_weights_averaged,reduced_lateralization_index,causal control for structural asymmetry rather than total MB strength,0.7438841195690529,0.6036419788996379,0.944602347241558,1.0,0.8690108574054554,1.0
oct_sucrose_mb_symmetrized,2,left,3000,0.35,0.3,False,1.927991271018982,0.2453523576259613,1.111996054649353,3.2329199957994406,-0.01962423881369989,0.2453523576259613,3.446926719065896,3.850393758841025,CS+,0,0.0,2,,,,OCT_3-octanol,MCH_4-methylcyclohexanol,sucrose_reward,acute_memory,left_right_MB_weights_averaged,reduced_lateralization_index,causal control for structural asymmetry rather than total MB strength,0.7438841195690529,0.6036419788996379,0.944602347241558,1.0,0.403467039775129,1.0
oct_sucrose_mb_symmetrized,3,left,3000,0.35,0.3,False,1.9874210357666016,0.24596691131591797,1.043766736984253,3.0015710428085836,-0.009337613637439669,0.24596691131591797,3.411036842492553,3.8192637087051975,CS+,0,0.0,3,,,,OCT_3-octanol,MCH_4-methylcyclohexanol,sucrose_reward,acute_memory,left_right_MB_weights_averaged,reduced_lateralization_index,causal control for structural asymmetry rather than total MB strength,0.7438841195690529,0.6036419788996379,0.944602347241558,1.0,0.4082268662126447,1.0
oct_sucrose_right_mb_silenced,0,right,3000,0.35,0.3,False,2.3539466857910156,-0.5334157943725586,1.0850192308425903,3.647411571101798,-0.028805557792703135,0.5334157943725586,2.965388533846642,3.8980147112523627,CS+,0,0.0,0,,,,OCT_3-octanol,MCH_4-methylcyclohexanol,sucrose_reward,acute_memory,right_MB_gain_0.25,altered_output_or_choice_bias,test whether right DAN-MBON output axis controls expression bias,0.7438841195690529,0.6036419788996379,0.944602347241558,1.0,0.9326261774057207,1.0
oct_sucrose_right_mb_silenced,1,right,3000,0.35,0.3,False,1.9736799001693726,-0.881626546382904,1.0022823810577393,3.3375784872848215,-0.3242362396827618,0.881626546382904,2.9314636678572747,4.378698184684813,CS+,0,0.0,1,,,,OCT_3-octanol,MCH_4-methylcyclohexanol,sucrose_reward,acute_memory,right_MB_gain_0.25,altered_output_or_choice_bias,test whether right DAN-MBON output axis controls expression bias,0.7438841195690529,0.6036419788996379,0.944602347241558,1.0,1.4472345168275385,1.0
oct_sucrose_right_mb_silenced,2,right,3000,0.35,0.3,False,2.1288185119628906,-0.6099982857704163,1.0810316801071167,3.270760273524071,-0.10681837810971562,0.6099982857704163,3.0353629692662984,4.06612933690483,CS+,0,0.0,2,,,,OCT_3-octanol,MCH_4-methylcyclohexanol,sucrose_reward,acute_memory,right_MB_gain_0.25,altered_output_or_choice_bias,test whether right DAN-MBON output axis controls expression bias,0.7438841195690529,0.6036419788996379,0.944602347241558,1.0,1.030766367638532,1.0
oct_sucrose_right_mb_silenced,3,right,3000,0.35,0.3,False,2.1716673374176025,-0.48646971583366394,1.073933482170105,3.475398274240744,-0.03923941873111471,0.48646971583366394,3.108156176012869,3.936784399035704,CS+,0,0.0,3,,,,OCT_3-octanol,MCH_4-methylcyclohexanol,sucrose_reward,acute_memory,right_MB_gain_0.25,altered_output_or_choice_bias,test whether right DAN-MBON output axis controls expression bias,0.7438841195690529,0.6036419788996379,0.944602347241558,1.0,0.828628223022835,1.0
weak_oct_strong_mch_conflict,0,left,3000,0.35,0.3,False,1.8970575332641602,0.4849809408187866,1.0330737829208374,3.0145438372585347,0.09556680236131554,0.4849809408187866,3.278366649178486,4.070314382977219,CS+,0,0.0,0,,,,OCT_3-octanol,MCH_4-methylcyclohexanol,sucrose_reward,retrieval_under_sensory_conflict,wild_type_connectome,memory_dependent_CS_plus_rescue,test whether memory can overcome weaker immediate sensory plume,0.7438841195690529,0.6036419788996379,0.944602347241558,1.0,0.7919477337987324,1.0
weak_oct_strong_mch_conflict,1,left,3000,0.35,0.3,False,1.7939096689224243,0.5751700401306152,1.0982613563537598,3.075185653264887,0.1625584007641907,0.5751700401306152,3.2782060464763543,4.201032654565007,CS+,0,0.0,1,,,,OCT_3-octanol,MCH_4-methylcyclohexanol,sucrose_reward,retrieval_under_sensory_conflict,wild_type_connectome,memory_dependent_CS_plus_rescue,test whether memory can overcome weaker immediate sensory plume,0.7438841195690529,0.6036419788996379,0.944602347241558,1.0,0.9228266080886529,1.0
weak_oct_strong_mch_conflict,2,left,3000,0.35,0.3,False,1.9545323848724365,0.0003280345699749887,0.9874104857444763,3.3724190333495256,-0.06534165515844204,0.0003280345699749887,3.6306982337730123,3.6312402949353504,CS+,0,0.0,2,,,,OCT_3-octanol,MCH_4-methylcyclohexanol,sucrose_reward,retrieval_under_sensory_conflict,wild_type_connectome,memory_dependent_CS_plus_rescue,test whether memory can overcome weaker immediate sensory plume,0.7438841195690529,0.6036419788996379,0.944602347241558,1.0,0.0005420611623381255,1.0
weak_oct_strong_mch_conflict,3,left,3000,0.35,0.3,False,1.6445730924606323,0.6237831711769104,1.095200538635254,3.082774511748267,0.15618537410770114,0.6237831711769104,3.345809667979117,4.322018092102977,CS+,0,0.0,3,,,,OCT_3-octanol,MCH_4-methylcyclohexanol,sucrose_reward,retrieval_under_sensory_conflict,wild_type_connectome,memory_dependent_CS_plus_rescue,test whether memory can overcome weaker immediate sensory plume,0.7438841195690529,0.6036419788996379,0.944602347241558,1.0,0.9762084241238598,1.0
