condition,biological_input,expected_behavior,n_seed_neurons,active_response_neurons,absolute_mass,positive_mass,negative_mass,descending_abs_mass,descending_signed_mass,memory_axis_abs_mass,memory_axis_signed_mass,visual_projection_abs_mass,visual_projection_signed_mass,gustatory_abs_mass,gustatory_signed_mass,mechanosensory_abs_mass,mechanosensory_signed_mass,forward_drive,turning_drive,feeding_drive,grooming_drive,visual_steering_drive,label_source
olfactory_food_memory,ORN olfactory sensory neurons representing food-associated odour,approach learned CS+ food/sugar odour,255,7376,2.664588689804077,2.4271581172943115,-0.2374303638935089,0.0114882923662662,0.0103490967303514,0.2453487515449524,0.2451900839805603,1.320785403251648,0.9227932095527648,2.8046692023053765e-05,2.8046692023053765e-05,0.0,0.0,0.85,0.45,0.7,0.05,0.1,CS+ food-odour approach motif
visual_object_tracking,LC/LPLC visual projection neurons representing moving object or looming visual input,orient or steer toward visual target; looming-related DN readout is not full escape,255,11152,1.5776662826538086,0.8960183262825012,-0.6816480159759521,0.2039572596549987,0.0586694926023483,0.0757501423358917,-0.0662756413221359,0.8856370449066162,0.0853172615170478,0.0054756924510002,-0.0015168748795986,0.0053759315051138,-0.0028364416211843,0.55,0.85,0.05,0.05,0.95,moving-object visual taxis motif
gustatory_feeding,gustatory sensory neurons representing sugar/taste contact,feeding/proboscis-extension proxy; full proboscis mechanics are not implemented,256,6895,1.6452386379241943,0.7606172561645508,-0.884621262550354,0.2554123997688293,0.0031475210562348,0.0041888696141541,0.00376563728787,0.9455825686454772,-0.2575889229774475,0.2253175973892212,-0.1828484535217285,0.1184576749801635,-0.1129635572433471,0.15,0.1,0.95,0.15,0.05,sugar/taste contact feeding motif
mechanosensory_grooming,mechanosensory Johnston-organ/bristle-like neurons representing dust/contact on head or antenna,front-leg grooming proxy,256,7802,1.8786416053771973,1.155700922012329,-0.7229405641555786,0.4634499847888946,0.2037771791219711,0.0016336723929271,-0.0016336723929271,1.1112380027770996,0.1714841574430465,0.0275790896266698,-0.0250503756105899,0.1468797922134399,-0.1094501018524169,0.1,0.25,0.05,0.95,0.05,head/antenna contact grooming motif
